Variable...Field.Name,Form.Name,Section.Header,Field.Type,Field.Label,Choices..Calculations..OR.Slider.Labels,Field.Note,Text.Validation.Type.OR.Show.Slider.Number,Text.Validation.Min,Text.Validation.Max,Identifier.,Branching.Logic..Show.field.only.if....,Required.Field.,Custom.Alignment,Question.Number..surveys.only.,Matrix.Group.Name,Matrix.Ranking.,Field.Annotation
heatpad_position_8,min_inlab_heat_pad_therapy_session,,radio,38. Position of participant during blood pressure reading,"1, Seated | 2, Supine",,,,,,,,,,,,
heatpad_systolic_9,min_inlab_heat_pad_therapy_session,9TH BLOOD PRESSURE READING (90min),text,39. Systolic measurment (mmhg),,,,,,,,,,,,,
heatpad_diastolic_9,min_inlab_heat_pad_therapy_session,,text,40. Diastolic measurment (mmhg),,,,,,,,,,,,,
heatpad_hr_9,min_inlab_heat_pad_therapy_session,,text,41. Pulse (heart rate) measurment,,,,,,,,,,,,,
heatpad_position_9,min_inlab_heat_pad_therapy_session,,radio,42. Position of participant during blood pressure reading,"1, Seated | 2, Supine",,,,,,,,,,,,
heatpad_comments,min_inlab_heat_pad_therapy_session,,notes,,,,,,,,,,,,,,
hiit1_date,highintensity_interval_training_hiit_session_1,,text,1. Date participant performed high-intensity interval training,,,date_dmy,,,,,y,,,,,
hiit1_time,highintensity_interval_training_hiit_session_1,,text,2. Time participant performed high-intensity interval training,,,time,,,,,y,,,,,
hiit1_bike_disinfected,highintensity_interval_training_hiit_session_1,,yesno,3. Was stationary bike sanitized/disinfected prior to use?,,,,,,,,y,,,,,
hiit1_seat_rung,highintensity_interval_training_hiit_session_1,,text,4. Which rung was seat height adjusted to?,,,,,,,,y,,,,,
hiit1_hr,highintensity_interval_training_hiit_session_1,WARM-UP PHASE (0min - 4:59min),text,5. Hr (bpm),,,,,,,,y,,,,,Record Value At 4:45
hiit1_gear,highintensity_interval_training_hiit_session_1,,text,6. Gear,,,,,,,,y,,,,,Record Value At 4:45
hiit1_watts,highintensity_interval_training_hiit_session_1,,text,7. Watts,,,,,,,,y,,,,,
hiit1_rpe,highintensity_interval_training_hiit_session_1,,text,8. Rpe (6-20),,,,,,,,y,,,,,Record Value At 4:45
hiit1_hr_2,highintensity_interval_training_hiit_session_1,EXERCISE PHASE 1 (5min - 8:59min),text,9. Hr (bpm),,,,,,,,y,,,,,Record Value At 8:45
hiit1_gear_2,highintensity_interval_training_hiit_session_1,,text,10. Gear,,,,,,,,y,,,,,Record Value At 8:45
hiit1_watts_2,highintensity_interval_training_hiit_session_1,,text,11. Watts,,,,,,,,y,,,,,
hiit1_rpe_2,highintensity_interval_training_hiit_session_1,,text,12. Rpe (6-20),,,,,,,,y,,,,,Record Value At 8:45
hiit1_hr_3,highintensity_interval_training_hiit_session_1,RECOVERY PHASE 1 (9min - 11:59min),text,13. Hr (bpm),,,,,,,,y,,,,,Record Value At 11:45
hiit1_gear_3,highintensity_interval_training_hiit_session_1,,text,14. Gear,,,,,,,,y,,,,,Record Value At 11:45
hiit1_watts_3,highintensity_interval_training_hiit_session_1,,text,15. Watts,,,,,,,,y,,,,,
hiit1_rpe_3,highintensity_interval_training_hiit_session_1,,text,16. Rpe (6-20),,,,,,,,y,,,,,Record Value At 11:45
hiit1_hr_4,highintensity_interval_training_hiit_session_1,EXERCISE PHASE 2 (12min - 15:59),text,17. Hr (bpm),,,,,,,,y,,,,,Record Value At 15:45
hiit1_gear_4,highintensity_interval_training_hiit_session_1,,text,18. Gear,,,,,,,,y,,,,,Record Value At 15:45
hiit1_watts_4,highintensity_interval_training_hiit_session_1,,text,19. Watts,,,,,,,,y,,,,,
hiit1_rpe_4,highintensity_interval_training_hiit_session_1,,text,20. Rpe (6-20),,,,,,,,y,,,,,Record Value At 15:45
hiit1_hr_5,highintensity_interval_training_hiit_session_1,RECOVERY PHASE 2 (16min - 18:59min),text,21. Hr (bpm),,,,,,,,y,,,,,Record Value At 18:45
hiit1_gear_5,highintensity_interval_training_hiit_session_1,,text,22. Gear,,,,,,,,y,,,,,Record Value At 18:45
hiit1_watts_5,highintensity_interval_training_hiit_session_1,,text,23. Watts,,,,,,,,y,,,,,
hiit1_rpe_5,highintensity_interval_training_hiit_session_1,,text,24. Rpe (6-20),,,,,,,,y,,,,,Record Value At 18:45
hiit1_hr_6,highintensity_interval_training_hiit_session_1,EXERCISE PHASE 3 (19min - 22:59),text,25. Hr (bpm),,,,,,,,y,,,,,Record Value At 22:45
hiit1_gear_6,highintensity_interval_training_hiit_session_1,,text,26. Gear,,,,,,,,y,,,,,Record Value At 22:45
hiit1_watts_6,highintensity_interval_training_hiit_session_1,,text,27. Watts,,,,,,,,y,,,,,
hiit1_rpe_6,highintensity_interval_training_hiit_session_1,,text,28. Rpe (6-20),,,,,,,,y,,,,,Record Value At  22:45
hiit1_hr_7,highintensity_interval_training_hiit_session_1,RECOVERY PHASE 3 (23min - 25:59min),text,29. Hr (bpm),,,,,,,,y,,,,,Record Value At 25:45
hiit1_gear_7,highintensity_interval_training_hiit_session_1,,text,30. Gear,,,,,,,,y,,,,,Record Value At 25:45
hiit1_watts_7,highintensity_interval_training_hiit_session_1,,text,31. Watts,,,,,,,,y,,,,,
hiit1_rpe_7,highintensity_interval_training_hiit_session_1,,text,32. Rpe (6-20),,,,,,,,y,,,,,Record Value At  25:45
hiit1_hr_8,highintensity_interval_training_hiit_session_1,EXERCISE PHASE 4 (26min - 29:59),text,33. Hr (bpm),,,,,,,,y,,,,,Record Value At 29:45
hiit1_gear_8,highintensity_interval_training_hiit_session_1,,text,34. Gear,,,,,,,,y,,,,,Record Value At 29:45
hiit1_watts_8,highintensity_interval_training_hiit_session_1,,text,35. Watts,,,,,,,,y,,,,,
hiit1_rpe_8,highintensity_interval_training_hiit_session_1,,text,36. Rpe (6-20),,,,,,,,y,,,,,Record Value At  29:45
hiit1_hr_9,highintensity_interval_training_hiit_session_1,RECOVERY PHASE 4 (30min - 33:59min),text,37. Hr (bpm),,,,,,,,y,,,,,Record Value At 33:45
hiit1_gear_9,highintensity_interval_training_hiit_session_1,,text,38. Gear,,,,,,,,y,,,,,Record Value At 33:45
hiit1_watts_9,highintensity_interval_training_hiit_session_1,,text,39. Watts,,,,,,,,y,,,,,
hiit1_rpe_9,highintensity_interval_training_hiit_session_1,,text,40. Rpe (6-20),,,,,,,,y,,,,,Record Value At  33:45
hiit1_vo2_peak,highintensity_interval_training_hiit_session_1,,text,41. Peak vo2 ml/kg/min,,,,,,,,y,,,,,Take this value from the cpu screen
hiit1_vo2_5060,highintensity_interval_training_hiit_session_1,,text,42. 50% - 60% vo2 ml/kg/min,,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.50 or 39.1*.60)"
hiit1_vo2_7075,highintensity_interval_training_hiit_session_1,,text,43. 70% - 75% vo2 ml/kg/min,,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.70 or 39.1*.75)"
hiit1_vo2_8085,highintensity_interval_training_hiit_session_1,,text,44. 80% - 85% vo2 ml/kg/min,,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.80 or 39.1*.85)"
hiit1_vo2_9095,highintensity_interval_training_hiit_session_1,,text,45. 90% - 95% vo2 ml/kg/min,,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.90 or 39.1*.95)"
hiit1_hr_peak,highintensity_interval_training_hiit_session_1,Heart Rate (HR) bpm,text,46. Peak hr bpm,,,,,,,,y,,,,,Take value from cpu screen
hiit1_hr_5060,highintensity_interval_training_hiit_session_1,,text,47. 50% - 60% hr peak (bpm),,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit1_hr_7075,highintensity_interval_training_hiit_session_1,,text,48. 70% - 75% hr peak (bpm),,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit1_hr_8085,highintensity_interval_training_hiit_session_1,,text,49. 80% - 85% hr peak (bpm),,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit1_hr_9095,highintensity_interval_training_hiit_session_1,,text,50. 90% - 95% hr peak (bpm),,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit1_notes,highintensity_interval_training_hiit_session_1,,notes,,,,,,,,,,,,,,
hiit2_date,highintensity_interval_training_hiit_session_2,,text,1. Date participant performed high-intensity interval training,,,date_dmy,,,,,y,,,,,
hiit2_time,highintensity_interval_training_hiit_session_2,,text,2. Time participant performed high-intensity interval training,,,time,,,,,y,,,,,
hiit2_bike_disinfected,highintensity_interval_training_hiit_session_2,,yesno,3. Was stationary bike sanitized/disinfected prior to use?,,,,,,,,y,,,,,
hiit2_seat_rung,highintensity_interval_training_hiit_session_2,,text,4. Which rung was seat height adjusted to?,,,,,,,,y,,,,,
hiit2_hr,highintensity_interval_training_hiit_session_2,WARM-UP PHASE (0min - 4:59min),text,5. Hr (bpm),,,,,,,,y,,,,,Record Value At 4:45
hiit2_gear,highintensity_interval_training_hiit_session_2,,text,6. Gear,,,,,,,,y,,,,,Record Value At 4:45
hiit2_watts,highintensity_interval_training_hiit_session_2,,text,7. Watts,,,,,,,,y,,,,,
hiit2_rpe,highintensity_interval_training_hiit_session_2,,text,8. Rpe (6-20),,,,,,,,y,,,,,Record Value At 4:45
hiit2_hr_2,highintensity_interval_training_hiit_session_2,EXERCISE PHASE 1 (5min - 8:59min),text,9. Hr (bpm),,,,,,,,y,,,,,Record Value At 8:45
hiit2_gear_2,highintensity_interval_training_hiit_session_2,,text,10. Gear,,,,,,,,y,,,,,Record Value At 8:45
hiit2_watts_2,highintensity_interval_training_hiit_session_2,,text,11. Watts,,,,,,,,y,,,,,
hiit2_rpe_2,highintensity_interval_training_hiit_session_2,,text,12. Rpe (6-20),,,,,,,,y,,,,,Record Value At 8:45
hiit2_hr_3,highintensity_interval_training_hiit_session_2,RECOVERY PHASE 1 (9min - 11:59min),text,13. Hr (bpm),,,,,,,,y,,,,,Record Value At 11:45
hiit2_gear_3,highintensity_interval_training_hiit_session_2,,text,14. Gear,,,,,,,,y,,,,,Record Value At 11:45
hiit2_watts_3,highintensity_interval_training_hiit_session_2,,text,15. Watts,,,,,,,,y,,,,,
hiit2_rpe_3,highintensity_interval_training_hiit_session_2,,text,16. Rpe (6-20),,,,,,,,y,,,,,Record Value At 11:45
hiit2_hr_4,highintensity_interval_training_hiit_session_2,EXERCISE PHASE 2 (12min - 15:59),text,17. Hr (bpm),,,,,,,,y,,,,,Record Value At 15:45
hiit2_gear_4,highintensity_interval_training_hiit_session_2,,text,18. Gear,,,,,,,,y,,,,,Record Value At 15:45
hiit2_watts_4,highintensity_interval_training_hiit_session_2,,text,19. Watts,,,,,,,,y,,,,,
hiit2_rpe_4,highintensity_interval_training_hiit_session_2,,text,20. Rpe (6-20),,,,,,,,y,,,,,Record Value At 15:45
hiit2_hr_5,highintensity_interval_training_hiit_session_2,RECOVERY PHASE 2 (16min - 18:59min),text,21. Hr (bpm),,,,,,,,y,,,,,Record Value At 18:45
hiit2_gear_5,highintensity_interval_training_hiit_session_2,,text,22. Gear,,,,,,,,y,,,,,Record Value At 18:45
hiit2_watts_5,highintensity_interval_training_hiit_session_2,,text,23. Watts,,,,,,,,y,,,,,
hiit2_rpe_5,highintensity_interval_training_hiit_session_2,,text,24. Rpe (6-20),,,,,,,,y,,,,,Record Value At 18:45
hiit2_hr_6,highintensity_interval_training_hiit_session_2,EXERCISE PHASE 3 (19min - 22:59),text,25. Hr (bpm),,,,,,,,y,,,,,Record Value At 22:45
hiit2_gear_6,highintensity_interval_training_hiit_session_2,,text,26. Gear,,,,,,,,y,,,,,Record Value At 22:45
hiit2_watts_6,highintensity_interval_training_hiit_session_2,,text,27. Watts,,,,,,,,y,,,,,
hiit2_rpe_6,highintensity_interval_training_hiit_session_2,,text,28. Rpe (6-20),,,,,,,,y,,,,,Record Value At  22:45
hiit2_hr_7,highintensity_interval_training_hiit_session_2,RECOVERY PHASE 3 (23min - 25:59min),text,29. Hr (bpm),,,,,,,,y,,,,,Record Value At 25:45
hiit2_gear_7,highintensity_interval_training_hiit_session_2,,text,30. Gear,,,,,,,,y,,,,,Record Value At 25:45
hiit2_watts_7,highintensity_interval_training_hiit_session_2,,text,31. Watts,,,,,,,,y,,,,,
hiit2_rpe_7,highintensity_interval_training_hiit_session_2,,text,32. Rpe (6-20),,,,,,,,y,,,,,Record Value At  25:45
hiit2_hr_8,highintensity_interval_training_hiit_session_2,EXERCISE PHASE 4 (26min - 29:59),text,33. Hr (bpm),,,,,,,,y,,,,,Record Value At 29:45
hiit2_gear_8,highintensity_interval_training_hiit_session_2,,text,34. Gear,,,,,,,,y,,,,,Record Value At 29:45
hiit2_watts_8,highintensity_interval_training_hiit_session_2,,text,35. Watts,,,,,,,,y,,,,,
hiit2_rpe_8,highintensity_interval_training_hiit_session_2,,text,36. Rpe (6-20),,,,,,,,y,,,,,Record Value At  29:45
hiit2_hr_9,highintensity_interval_training_hiit_session_2,RECOVERY PHASE 4 (30min - 33:59min),text,37. Hr (bpm),,,,,,,,y,,,,,Record Value At 33:45
hiit2_gear_9,highintensity_interval_training_hiit_session_2,,text,38. Gear,,,,,,,,y,,,,,Record Value At 33:45
hiit2_watts_9,highintensity_interval_training_hiit_session_2,,text,39. Watts,,,,,,,,y,,,,,
hiit2_rpe_9,highintensity_interval_training_hiit_session_2,,text,40. Rpe (6-20),,,,,,,,y,,,,,Record Value At  33:45
hiit2_vo2_peak,highintensity_interval_training_hiit_session_2,,text,41. Peak vo2 ml/kg/min,,,,,,,,y,,,,,Take this value from the cpu screen
hiit2_vo2_5060,highintensity_interval_training_hiit_session_2,,text,42. 50% - 60% vo2 ml/kg/min,,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit2_vo2_7075,highintensity_interval_training_hiit_session_2,,text,43. 70% - 75% vo2 ml/kg/min,,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit2_vo2_8085,highintensity_interval_training_hiit_session_2,,text,44. 80% - 85% vo2 ml/kg/min,,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit2_vo2_9095,highintensity_interval_training_hiit_session_2,,text,45. 90% - 95% vo2 ml/kg/min,,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit2_hr_peak,highintensity_interval_training_hiit_session_2,Heart Rate (HR) bpm,text,46. Peak hr bpm,,,,,,,,y,,,,,Take value from cpu screen
hiit2_hr_5060,highintensity_interval_training_hiit_session_2,,text,47. 50% - 60% hr peak (bpm),,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.50 or 39.1*.60)"
hiit2_hr_7075,highintensity_interval_training_hiit_session_2,,text,48. 70% - 75% hr peak (bpm),,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.70 or 39.1*.75)"
hiit2_hr_8085,highintensity_interval_training_hiit_session_2,,text,49. 80% - 85% hr peak (bpm),,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.80 or 39.1*.85)"
hiit2_hr_9095,highintensity_interval_training_hiit_session_2,,text,50. 90% - 95% hr peak (bpm),,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.90 or 39.1*.95)"
hiit2_notes,highintensity_interval_training_hiit_session_2,,notes,,,,,,,,,,,,,,
hiit3_date,highintensity_interval_training_hiit_session_3,,text,1. Date participant performed high-intensity interval training,,,date_dmy,,,,,y,,,,,
hiit3_time,highintensity_interval_training_hiit_session_3,,text,2. Time participant performed high-intensity interval training,,,time,,,,,y,,,,,
hiit3_bike_disinfected,highintensity_interval_training_hiit_session_3,,yesno,3. Was stationary bike sanitized/disinfected prior to use?,,,,,,,,y,,,,,
hiit3_seat_rung,highintensity_interval_training_hiit_session_3,,text,4. Which rung was seat height adjusted to?,,,,,,,,y,,,,,
hiit3_hr,highintensity_interval_training_hiit_session_3,WARM-UP PHASE (0min - 4:59min),text,5. Hr (bpm),,,,,,,,y,,,,,Record Value At 4:45
hiit3_gear,highintensity_interval_training_hiit_session_3,,text,6. Gear,,,,,,,,y,,,,,Record Value At 4:45
hiit3_watts,highintensity_interval_training_hiit_session_3,,text,7. Watts,,,,,,,,y,,,,,
hiit3_rpe,highintensity_interval_training_hiit_session_3,,text,8. Rpe (6-20),,,,,,,,y,,,,,Record Value At 4:45
hiit3_hr_2,highintensity_interval_training_hiit_session_3,EXERCISE PHASE 1 (5min - 8:59min),text,9. Hr (bpm),,,,,,,,y,,,,,Record Value At 8:45
hiit3_gear_2,highintensity_interval_training_hiit_session_3,,text,10. Gear,,,,,,,,y,,,,,Record Value At 8:45
hiit3_watts_2,highintensity_interval_training_hiit_session_3,,text,11. Watts,,,,,,,,y,,,,,
hiit3_rpe_2,highintensity_interval_training_hiit_session_3,,text,12. Rpe (6-20),,,,,,,,y,,,,,Record Value At 8:45
hiit3_hr_3,highintensity_interval_training_hiit_session_3,RECOVERY PHASE 1 (9min - 11:59min),text,13. Hr (bpm),,,,,,,,y,,,,,Record Value At 11:45
hiit3_gear_3,highintensity_interval_training_hiit_session_3,,text,14. Gear,,,,,,,,y,,,,,Record Value At 11:45
hiit3_watts_3,highintensity_interval_training_hiit_session_3,,text,15. Watts,,,,,,,,y,,,,,
hiit3_rpe_3,highintensity_interval_training_hiit_session_3,,text,16. Rpe (6-20),,,,,,,,y,,,,,Record Value At 11:45
hiit3_hr_4,highintensity_interval_training_hiit_session_3,EXERCISE PHASE 2 (12min - 15:59),text,17. Hr (bpm),,,,,,,,y,,,,,Record Value At 15:45
hiit3_gear_4,highintensity_interval_training_hiit_session_3,,text,18. Gear,,,,,,,,y,,,,,Record Value At 15:45
hiit3_watts_4,highintensity_interval_training_hiit_session_3,,text,19. Watts,,,,,,,,y,,,,,
hiit3_rpe_4,highintensity_interval_training_hiit_session_3,,text,20. Rpe (6-20),,,,,,,,y,,,,,Record Value At 15:45
hiit3_hr_5,highintensity_interval_training_hiit_session_3,RECOVERY PHASE 2 (16min - 18:59min),text,21. Hr (bpm),,,,,,,,y,,,,,Record Value At 18:45
hiit3_gear_5,highintensity_interval_training_hiit_session_3,,text,22. Gear,,,,,,,,y,,,,,Record Value At 18:45
hiit3_watts_5,highintensity_interval_training_hiit_session_3,,text,23. Watts,,,,,,,,y,,,,,
hiit3_rpe_5,highintensity_interval_training_hiit_session_3,,text,24. Rpe (6-20),,,,,,,,y,,,,,Record Value At 18:45
hiit3_hr_6,highintensity_interval_training_hiit_session_3,EXERCISE PHASE 3 (19min - 22:59),text,25. Hr (bpm),,,,,,,,y,,,,,Record Value At 22:45
hiit3_gear_6,highintensity_interval_training_hiit_session_3,,text,26. Gear,,,,,,,,y,,,,,Record Value At 22:45
hiit3_watts_6,highintensity_interval_training_hiit_session_3,,text,27. Watts,,,,,,,,y,,,,,
hiit3_rpe_6,highintensity_interval_training_hiit_session_3,,text,28. Rpe (6-20),,,,,,,,y,,,,,Record Value At  22:45
hiit3_hr_7,highintensity_interval_training_hiit_session_3,RECOVERY PHASE 3 (23min - 25:59min),text,29. Hr (bpm),,,,,,,,y,,,,,Record Value At 25:45
hiit3_gear_7,highintensity_interval_training_hiit_session_3,,text,30. Gear,,,,,,,,y,,,,,Record Value At 25:45
hiit3_watts_7,highintensity_interval_training_hiit_session_3,,text,31. Watts,,,,,,,,y,,,,,
hiit3_rpe_7,highintensity_interval_training_hiit_session_3,,text,32. Rpe (6-20),,,,,,,,y,,,,,Record Value At  25:45
hiit3_hr_8,highintensity_interval_training_hiit_session_3,EXERCISE PHASE 4 (26min - 29:59),text,33. Hr (bpm),,,,,,,,y,,,,,Record Value At 29:45
hiit3_gear_8,highintensity_interval_training_hiit_session_3,,text,34. Gear,,,,,,,,y,,,,,Record Value At 29:45
hiit3_watts_8,highintensity_interval_training_hiit_session_3,,text,35. Watts,,,,,,,,y,,,,,
hiit3_rpe_8,highintensity_interval_training_hiit_session_3,,text,36. Rpe (6-20),,,,,,,,y,,,,,Record Value At  29:45
hiit3_hr_9,highintensity_interval_training_hiit_session_3,RECOVERY PHASE 4 (30min - 33:59min),text,37. Hr (bpm),,,,,,,,y,,,,,Record Value At 33:45
hiit3_gear_9,highintensity_interval_training_hiit_session_3,,text,38. Gear,,,,,,,,y,,,,,Record Value At 33:45
hiit3_watts_9,highintensity_interval_training_hiit_session_3,,text,39. Watts,,,,,,,,y,,,,,
hiit3_rpe_9,highintensity_interval_training_hiit_session_3,,text,40. Rpe (6-20),,,,,,,,y,,,,,Record Value At  33:45
hiit3_vo2_peak,highintensity_interval_training_hiit_session_3,,text,41. Peak vo2 ml/kg/min,,,,,,,,y,,,,,Take this value from the cpu screen
hiit3_vo2_5060,highintensity_interval_training_hiit_session_3,,text,42. 50% - 60% vo2 ml/kg/min,,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit3_vo2_7075,highintensity_interval_training_hiit_session_3,,text,43. 70% - 75% vo2 ml/kg/min,,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit3_vo2_8085,highintensity_interval_training_hiit_session_3,,text,44. 80% - 85% vo2 ml/kg/min,,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit3_vo2_9095,highintensity_interval_training_hiit_session_3,,text,45. 90% - 95% vo2 ml/kg/min,,,,,,,,y,,,,,We get these values from the sliders on the cpu (15sec intervals)
hiit3_hr_peak,highintensity_interval_training_hiit_session_3,Heart Rate (HR) bpm,text,46. Peak hr bpm,,,,,,,,y,,,,,Take value from cpu screen
hiit3_hr_5060,highintensity_interval_training_hiit_session_3,,text,47. 50% - 60% hr peak (bpm),,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.50 or 39.1*.60)"
hiit3_hr_7075,highintensity_interval_training_hiit_session_3,,text,48. 70% - 75% hr peak (bpm),,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.70 or 39.1*.75)"
hiit3_hr_8085,highintensity_interval_training_hiit_session_3,,text,49. 80% - 85% hr peak (bpm),,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.80 or 39.1*.85)"
hiit3_hr_9095,highintensity_interval_training_hiit_session_3,,text,50. 90% - 95% hr peak (bpm),,,,,,,,y,,,,,"Calculate this value by multiplying the Peak VO2 by the percentage (ex. Peak VO2=39.1, so 39.1*.90 or 39.1*.95)"
hiit3_notes,highintensity_interval_training_hiit_session_3,,notes,,,,,,,,,,,,,,
adverse,adverseserious_adverse_events,,yesno,1. Did participant report any adverse events?,,,,,,,,y,,,,,
adverse_date,adverseserious_adverse_events,,text,"2. If yes, what was the date of the adverse event?",,,date_dmy,,,,,,,,,,
adverse_description,adverseserious_adverse_events,,notes,3. Description of the adverse event,,,,,,,,,,,,,
adverse_report_date,adverseserious_adverse_events,,text,4. When was the adverse event reported to clinical personnel,,,date_dmy,,,,,,,,,,
adverse_outcome,adverseserious_adverse_events,,notes,5. Adverse event outcome,,,,,,,,,,,,,
adverse_ongoing,adverseserious_adverse_events,,yesno,6. Is the adverse event still ongoing?,,,,,,,,,,,,,
adverse_serious,adverseserious_adverse_events,,yesno,7. Did participant report any serious adverse events?,,,,,,,,y,,,,,
adverse_date_serious,adverseserious_adverse_events,,text,"8. If yes, what was the date of the serious adverse event?",,,date_dmy,,,,,,,,,,
adverse_description_serious,adverseserious_adverse_events,,notes,9. Description of the serious adverse event,,,,,,,,,,,,,
adverse_report_date_serious,adverseserious_adverse_events,,text,10. When was the serious adverse event reported to clinical personnel,,,date_dmy,,,,,,,,,,
adverse_outcome_serious,adverseserious_adverse_events,,notes,11. Serious adverse event outcome,,,,,,,,,,,,,
adverse_ongoing_serious,adverseserious_adverse_events,,yesno,12. Is the serious adverse event still ongoing?,,,,,,,,,,,,,
frailty_weight_loss,physical_frailty_phenotype,UNINTENTIONAL WEIGHT LOSS,yesno,1. Has participant reported any unintentional weight loss between any major study time points ?,,,,,,,,y,,,,,"Meets criteria for weight loss if: (Lost, ≥10 lbs, ≥5% of body mass or, BMI < 18.5kg/m2)"
frailty_tired_during_day,physical_frailty_phenotype,EXHAUSTION                                                      ,radio,"2. ""In the past month, on the average, have you been feeling unusually tired during the day?""","1, Yes | 2, No | 3, Don't Know | 4, Refused",,,,,,,y,,,,,Meets criteria for exhaustion if answer: Felt unusually tired or unusually weak 'all of the time' or 'most of the time' or reported energy level was ≤3
frailty_unusually_tired,physical_frailty_phenotype,,radio,"2a.  ""If yes, have you been feeling unusually tired:""","1, All Of The Time | 2, Most Of The Time | 3, Some Of The Time | 4, Refused/Don't Know",,,,,,[frailty_tired_during_day] = '1',,,,,,Meets criteria for exhaustion if answer: Felt unusually tired or unusually weak 'all of the time' or 'most of the time' or reported energy level was ≤3
frailty_unusually_weak,physical_frailty_phenotype,,radio,"2b. ""In the past month, on the average, have you felt unusually weak?""","1, Yes | 2, No | 3, Refused | 4, Don't Know",,,,,,,y,,,,,Meets criteria for exhaustion if answer: Felt unusually tired or unusually weak 'all of the time' or 'most of the time' or reported energy level was ≤3
frailty_feeling_weak,physical_frailty_phenotype,,radio,"2c."" If yes, have you been feeling weak:""","1, All Of The Time | 2, Most Of The time | 3, Some Of The Time | 4, Refused/Don't Know",,,,,,[frailty_unusually_weak] = '1',,,,,,Meets criteria for exhaustion if answer: Felt unusually tired or unusually weak 'all of the time' or 'most of the time' or reported energy level was ≤3
frailty_energy_scale,physical_frailty_phenotype,,radio,"2d. Please rate your usual energy level on a scale from 0 to 10 where 0 is no energy and 10 is the most energy that you have ever had. Please give a number between 0 and 10 that describes your usual energy level while awake in the last month?""","1, 0 (No Energy) | 2, 1 | 3, 2 | 4, 3 | 5, 4 | 6, 5 | 7, 6 | 8, 7 | 9, 8 | 10, 9 | 11, 10 (The Most Energy You've Ever Had)",,,,,,,y,,,,,Meets criteria for exhaustion if answer: Felt unusually tired or unusually weak 'all of the time' or 'most of the time' or reported energy level was ≤3
frailty_slow_walk_speed,physical_frailty_phenotype,"SLOWNESS

Meets Criteria for Slow Walking Speed over 3 Meters if:

Men:                                                                                                          
≤0.65m/s for height ≤173 cm (68 inches) (5ft. 6in.)                                          
≤0.76m/s for height >173 cm (68 inches) (5ft. 6in.) 
*Men with a height of 173 cm or less: A walking time of 4.59 seconds or more over 3 meters is considered slow.
*Men with a height greater than 173 cm: A walking time of 3.93 seconds or more over 3 meters is considered slow.
                                                                                                  
Women:
≤0.65m/s for height ≤159cm (63 inches) (5ft. 2in.) 
≤0.76m/s for height >159cm (63 inches) (5ft. 2in.) 
*Women with a height of 159 cm or less: A walking time of 4.59 seconds or more over 3 meters is considered slow.
*Women with a height greater than 159 cm: A walking time of 3.93 seconds or more over 3 meters is considered slow.

",yesno,3. Does participant meet criteria for slow walking speed?,,,,,,,,y,,,,,Participant attempts to walk 3-meter length three times at his or her usual pace. Use average of 3 trials.
frailty_low_activity,physical_frailty_phenotype,"LOW ACTIVITY LEVEL

Meets criteria for low activity if:

Men: < 128 kcal of physical expenditure on activity scale per week 
Women: < 90 kcal of physical expenditure on activity scale per week ",yesno,4. Does participant meet criteria for low activity,,,,,,,,y,,,,,
